Codes,Area names,Region,Location,Total % 0-4,Total % 5-6,Total % 7-8,Total % 9-10,Total Average rating,Total Standard deviation,0-4 CV,0-4 Lower limit,0-4 Upper limit,5-6 CV, 5-6 Lower limit,5-6 Upper limit,7-8 CV,7-8 Lower limit,7-8 Upper limit,9-10 CV,9-10 Lower limit,9-10 Upper limit,Total CV,Total Lower limit,Total Upper limit,Sample size
E10000014,,Hampshire,,10.24,14.9,41.08,33.77,7.4,2.22,8.45,8.54,11.94,6.4,13.03,16.78,3.25,38.46,43.7,3.74,31.29,36.25,0.83,7.27,7.52,1715
E07000084,,,Basingstoke and Deane,x,x,x,x,7.44,2.1,26.26,4.13,13.15,15.75,10.9,20.84,8.77,34.94,49.72,11.42,25.63,40.7,2.15,7.12,7.76,199
E07000085,,,East Hampshire,x,x,x,x,7.2,2.26,26.37,5.45,17.59,18.74,13,28.57,10.61,25.29,38.9,11.53,27.4,43.8,2.87,6.79,7.61,171
E07000086,,,Eastleigh,x,x,x,x,7.33,2.11,26.48,4.57,14.86,20.27,9.14,21.58,8.41,40.38,56.69,13.72,19.15,33.63,2.44,6.97,7.69,176
E07000087,,,Fareham,x,x,x,x,7.32,2.14,28.33,4.26,15.44,24.3,7.64,22.15,11.49,34.93,55.82,12.43,22.44,37.32,2.59,6.94,7.69,145
E07000088,,,Gosport,x,x,x,x,6.78,2.74,22.86,11.56,31.31,24.36,6.32,18.49,14.36,27.09,49.14,17.56,18.12,37.96,4.64,6.15,7.42,110
E07000089,,,Hart,x,x,x,x,7.13,2.03,31.44,4.22,18.78,24.23,9.2,26.74,10.92,32.94,51.53,17.89,18.1,38.49,3.56,6.62,7.64,128
E07000090,,,Havant,x,x,x,x,7.32,2.54,23.29,5.87,16.11,20.09,10.74,25.17,11.97,22.83,37.19,9.47,33.27,48.82,2.98,6.89,7.76,169
E07000091,,,New Forest,x,x,x,x,7.68,2.21,27.62,3.36,11.5,14.28,9.45,16.92,7.74,33.42,45.54,8.68,33.03,46.78,2.24,7.34,8.02,252
E07000092,,,Rushmoor,x,x,x,x,7.42,2.19,33.77,3.5,18.51,29.62,4.85,19.27,13.8,32.63,57.84,14.35,22.51,40.88,3.24,6.93,7.9,103
E07000093,,,Test Valley,x,x,x,x,7.67,1.94,28.88,3.68,13.96,29.98,3.92,15.88,11.21,34.79,55.13,14.68,25.57,47.07,2.46,7.29,8.05,120
E07000094,,,Winchester,x,x,x,x,7.67,2.09,35.89,2.28,13.84,22.52,6.97,18.39,12.69,32.4,54.43,11.42,27.66,44.03,2.63,7.27,8.08,142
E10000016,,Kent,,11.02,15.43,40.05,33.5,7.37,2.22,7.85,9.32,12.71,6.36,13.5,17.35,3.35,37.42,42.69,3.93,30.92,36.08,0.88,7.25,7.5,1811
E07000105,,,Ashford,x,x,x,x,7.46,2.24,24.6,5.63,16.49,20.46,8.22,19.57,9.71,32.03,47.44,11.76,27.02,43.6,2.74,7.05,7.87,159
E07000106,,,Canterbury,x,x,x,x,7.21,2.22,21.75,7.09,17.95,24.91,7.59,22.57,8.57,36.77,51.91,13.99,20.23,35.89,2.57,6.84,7.58,188
E07000107,,,Dartford,x,x,x,x,7.51,2.13,47.98,0.19,11.78,19.65,12.96,30.02,15.7,24.67,47.58,15.32,25.14,47.67,3.66,6.95,8.06,98
E07000108,,,Dover,x,x,x,x,7.38,2.31,24.5,6.17,18.11,23.61,7.85,21.98,13.16,28.06,48.2,14.63,24.6,45.04,2.85,6.96,7.8,133
E07000109,,,Gravesham,x,x,x,x,6.99,2.6,30.67,5.46,23.36,21.69,11.57,29.7,19.47,20.19,46.45,15.19,21.91,41.36,5.43,6.22,7.76,104
E07000110,,,Maidstone,x,x,x,x,7.24,2.21,22.62,5.86,15.49,19.38,9.12,20.62,10,35.26,52.83,13.08,22.47,38.34,2.53,6.88,7.61,176
E07000111,,,Sevenoaks,x,x,x,x,7.63,2.05,32.78,3.7,18,26.47,4.24,13.87,7.9,33.46,46.09,12.25,30.39,50.25,2.87,7.19,8.07,134
E07000112,,,Shepway,x,x,x,x,7.4,2.42,21.58,7.77,19.56,23.78,6.26,17.61,13.35,27.73,47.91,15.76,25.06,48.09,3.43,6.9,7.91,158
E07000113,,,Swale,x,x,x,x,7.6,1.89,28,3.17,11.16,16.71,11,21.99,10,36.21,54.24,13.12,22.97,39.24,2.11,7.28,7.92,190
E07000114,,,Thanet,x,x,x,x,7.54,2.36,25.09,5.71,17.15,24.8,5.9,17.46,10.19,30.44,45.98,11.36,29.91,47.45,3.1,7.07,8,175
E07000115,,,Tonbridge and Malling,x,x,x,x,6.98,2.29,24.94,7.75,23.19,16.85,12.87,25.96,12.8,26.95,45.52,14.79,20.33,37.43,3.25,6.53,7.44,152
E07000116,,,Tunbridge Wells,x,x,x,x,7.66,1.74,37.5,1.43,10.03,22.15,9.8,25.38,12.82,31.63,53.45,12.23,25.78,42.49,1.99,7.35,7.96,144
E10000025,,Oxfordshire ,,10.43,19.33,40.86,29.37,7.22,2.1,13.62,7.64,13.23,9.48,15.73,22.94,5.51,36.43,45.29,6.73,25.48,33.26,1.2,7.05,7.39,778
E07000177,,,Cherwell,x,x,x,x,7.35,2.07,29.73,3.55,13.94,18.16,13.63,29.16,11.75,28.2,45.51,12.17,24.97,41.03,2.38,7,7.7,166
E07000178,,,Oxford,x,x,x,x,7.08,2.09,26.28,6.79,22.12,24.85,8.25,24.81,13.11,31.96,54.94,18.34,16.11,35.02,2.92,6.67,7.5,135
E07000179,,,South Oxfordshire,x,x,x,x,7.32,2.13,30.02,3.33,13.27,21.33,11.17,27.72,10.95,30.91,48.2,11.95,24.91,40.5,2.4,6.97,7.67,169
E07000180,,,Vale of White Horse,x,x,x,x,7.39,1.98,32.77,2.4,11.48,18.92,11.91,26.36,9.51,34.4,50.52,13.45,23.01,39.91,2.35,7.04,7.73,161
E07000181,,,West Oxfordshire,x,x,x,x,6.99,2.19,24.57,6.16,18.07,16.69,14.6,29.21,11.25,32.13,50.78,16.68,16.34,32.7,2.69,6.61,7.36,147
E10000030,,Surrey,,8.77,18.74,43.48,29.01,7.32,2.09,10.61,6.94,10.59,6.94,16.19,21.3,3.48,40.51,46.45,4.42,26.5,31.53,0.86,7.2,7.45,1432
E07000207,,,Elmbridge,x,x,x,x,7.55,1.94,35.79,1.7,10.2,19.84,9.7,22.42,10,36.2,54.26,11.45,25.28,40.25,2.05,7.24,7.86,172
E07000208,,,Epsom and Ewell,x,x,x,x,7.07,2.42,35.07,4.29,26.97,23.52,10.87,31.49,15.7,25.25,49.53,21.49,14.33,37.26,4.83,6.36,7.78,71
E07000209,,,Guildford,x,x,x,x,6.8,2.09,24.52,6.45,18.81,22.93,13.25,35.62,10,37.05,55.53,18.44,10.52,22.77,2.91,6.4,7.19,176
E07000210,,,Mole Valley,x,x,x,x,7.84,1.88,51.43,-0.12,7.34,23.81,7.81,22.13,11.33,34.49,54.79,13.01,27.17,46.39,2.33,7.48,8.21,139
E07000211,,,Reigate and Banstead,x,x,x,x,7.61,1.83,56.71,-0.52,8.24,20.66,9.83,23.67,10.59,38.71,59.53,13.78,21.93,38.62,1.96,7.31,7.91,156
E07000212,,,Runnymede,x,x,x,x,7.14,2.23,24.67,5.33,15.89,20.77,9.63,23.54,10.88,37.12,57.99,18.86,15.64,34.86,3.27,6.67,7.61,114
E07000213,,,Spelthorne,x,x,x,x,6.94,2.28,32.99,3.97,19.7,20.6,11.89,28.77,11.19,35.34,55.91,19.4,13.53,30.89,3.79,6.41,7.47,109
E07000214,,,Surrey Heath,x,x,x,x,7.25,2.07,28.92,4.47,17.15,20.03,12.71,30.1,15.82,23.2,45.11,14.53,23.72,43.53,2.67,6.85,7.64,114
E07000215,,,Tandridge,x,x,x,x,7.48,1.78,57.69,-1.2,15.38,25.57,8.42,26.53,13.63,32.88,57.97,18.56,18.72,41.29,3.35,6.98,7.99,97
E07000216,,,Waverley,x,x,x,x,7.74,2.06,33.8,2.95,15.19,27.06,4.73,15.85,9.82,31.64,47.08,8.26,34.47,48.1,2.2,7.4,8.08,159
E07000217,,,Woking,x,x,x,x,7.18,2.16,37.89,1.58,11.76,18.87,16.91,37.65,11.24,29.63,46.98,14.53,19.62,35.86,2.96,6.75,7.6,125
E10000032,,West Sussex,,8.14,18,37.78,36.08,7.5,2.12,12.96,6.07,10.21,7.67,15.29,20.71,4.54,34.42,41.15,4.45,32.92,39.23,1.02,7.35,7.65,1010
E07000223,,,Adur,x,x,x,x,7.11,2.15,24.82,3.81,11.9,22.79,12.56,35.06,19.74,22.08,52.69,24.01,15.54,46.36,3.47,6.6,7.63,59
E07000224,,,Arun,x,x,x,x,7.8,2.03,36.2,1.77,10.98,20.55,9.47,22.63,10.04,29.73,44.63,10.67,31.8,48.98,2.44,7.42,8.18,183
E07000225,,,Chichester,x,x,x,x,8.04,1.92,37.89,1.11,8.04,25.69,5.21,16.22,12.34,28.25,46.76,8.24,39.43,54.99,1.85,7.74,8.34,149
E07000226,,,Crawley,x,x,x,x,7.04,2.39,34.25,4.01,21.68,17.02,16.1,32.82,15.17,21.51,40.36,13.15,23.38,40.15,3.95,6.48,7.6,134
E07000227,,,Horsham,x,x,x,x,7.21,2.18,23.71,5.24,14.67,17.61,13.85,28.87,9.65,31.72,46.87,11.86,22.43,36.35,2.45,6.85,7.56,178
E07000228,,,Mid Sussex,x,x,x,x,7.7,2,30,2.89,11.5,16.47,9.98,19.73,11.46,26.84,42.74,8.94,35.47,50.85,1.99,7.39,8,184
E07000229,,,Worthing,x,x,x,x,7.41,1.89,32.65,2.6,12.53,25.4,8.32,25.68,10.31,39.27,59.8,16.69,17.21,34.6,2.62,7.02,7.8,123
E12000009,SOUTH WEST,,,10.13,16.77,39.63,33.47,7.38,2.21,3.49,9.44,10.83,2.5,15.95,17.59,1.4,38.55,40.72,1.61,32.41,34.52,0.36,7.33,7.43,13063
E06000022,,Bath and North East Somerset UA,,7.99,17.45,40.72,33.83,7.48,2.04,13.69,5.84,10.15,10.81,13.74,21.17,5.67,36.18,45.26,6.36,29.6,38.07,1.2,7.3,7.65,772
E06000028,,Bournemouth UA,,10.76,18.66,40.13,30.46,7.28,2.14,10.94,8.44,13.07,9.37,15.22,22.09,5.05,36.14,44.11,6.3,26.68,34.23,1.15,7.11,7.44,998
E06000023,,"Bristol, City of UA",,10.86,20.29,39.01,29.84,7.18,2.17,11.09,8.49,13.23,8.78,16.79,23.8,5.85,34.52,43.5,6.6,25.97,33.71,1.25,7,7.35,757
E06000052,,Cornwall UA,,8.58,15.72,36.39,39.32,7.59,2.18,12.13,6.53,10.62,8.21,13.18,18.26,4.81,32.95,39.83,4.74,35.65,42.98,1.08,7.43,7.75,973
E06000053,,Isles of Scilly UA,,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
E06000024,,North Somerset UA,,10.47,18.77,35.02,35.74,7.37,2.23,14.16,7.55,13.38,8.42,15.66,21.88,5.34,31.34,38.7,5.91,31.58,39.89,1.42,7.17,7.58,826
E06000026,,Plymouth UA,,12.79,16.26,38.05,32.9,7.27,2.26,12.17,9.73,15.86,9.03,13.37,19.15,5.28,34.1,42,5.67,29.23,36.56,1.34,7.08,7.47,953
E06000029,,Poole UA,,11.26,18.28,38.84,31.62,7.25,2.24,11.07,8.81,13.71,8.72,15.14,21.41,4.74,35.22,42.46,5.32,28.32,34.93,1.25,7.07,7.43,921
E06000025,,South Gloucestershire UA,,9.35,20.27,43.46,26.92,7.19,2.15,13.81,6.81,11.89,8.5,16.88,23.66,5.17,39.04,47.89,7.28,23.06,30.77,1.34,7,7.38,690
E06000030,,Swindon UA,,11.02,17.34,38.72,32.92,7.3,2.32,15.73,7.61,14.43,10.1,13.9,20.79,4.98,34.93,42.51,5.69,29.23,36.61,1.59,7.07,7.53,765
E06000027,,Torbay UA,,12.46,19.69,39.6,28.25,7.08,2.3,10.45,9.9,15.02,8.24,16.5,22.89,5.09,35.64,43.56,6.27,24.77,31.73,1.26,6.9,7.25,950
E06000054,,Wiltshire UA,,9.78,13.09,40.43,36.7,7.56,2.2,14.53,6.98,12.57,11.13,10.22,15.96,4.57,36.79,44.07,5.41,32.79,40.61,1.45,7.34,7.77,715
E10000008,,Devon,,9.52,15.04,41.48,33.96,7.49,2.13,10.46,7.56,11.47,8.34,12.58,17.51,3.92,38.29,44.67,4.78,30.76,37.15,1,7.34,7.64,1048
E07000040,,,East Devon,x,x,x,x,7.52,2.18,30.1,3.39,13.59,19.06,9.45,21.03,10.32,31.87,48.38,11.06,28.17,44.11,2.54,7.14,7.9,184
E07000041,,,Exeter,x,x,x,x,7.4,2.04,25.04,4.98,15.02,22.46,8.66,22.88,9.64,35.89,53.11,14.42,21.12,38.33,2.65,7.01,7.79,144
E07000042,,,Mid Devon,x,x,x,x,7.29,2.27,29.62,5.76,22.89,24.53,6.17,18.28,11.73,32.42,52.56,17.57,19.98,41.95,3.9,6.72,7.86,97
E07000043,,,North Devon,x,x,x,x,7.56,2.15,29.5,3.33,12.99,20.39,10.49,25.04,12.17,29.85,49.16,9.59,27.91,41.23,2.11,7.24,7.88,140
E07000044,,,South Hams,x,x,x,x,7.88,1.88,49.64,-0.01,9.01,32.58,4.45,21.55,11.62,31.39,50.62,12.88,30.7,52.27,2.99,7.41,8.36,112
E07000045,,,Teignbridge,x,x,x,x,7.47,2.05,23.2,3.88,10.54,20.02,9.84,22.88,7.77,39.25,53.61,11.15,23.34,36.66,2.16,7.15,7.79,186
E07000046,,,Torridge,x,x,x,x,7.37,2.35,25.38,6.29,19.64,18.64,11.15,24.7,15.97,20.46,40.07,15.12,26.93,50.76,3.51,6.84,7.89,113
E07000047,,,West Devon,x,x,x,x,7.45,2.15,36.95,3.7,26.31,36.46,2.04,13.89,15.3,28.92,55.16,17.99,22.16,47.83,3.92,6.86,8.05,72
E10000009,,Dorset,,9.31,16.2,40.41,34.08,7.46,2.22,13.83,6.78,11.84,8.18,13.6,18.81,4.78,36.62,44.2,5.13,30.64,37.52,1.18,7.29,7.63,1046
E07000048,,,Christchurch,x,x,x,x,7.42,1.89,36.59,1.99,12.97,16.49,15.68,31.18,13.3,28.47,49.19,17.3,19.75,40.76,2.56,7.04,7.8,127
E07000049,,,East Dorset,9.61,16.58,44.89,28.92,7.33,2.13,19.6,5.87,13.36,17.59,10.78,22.37,7.91,37.83,51.95,10.37,22.96,34.89,1.83,7.06,7.6,229
E07000050,,,North Dorset,x,x,x,x,7.43,2.6,24.79,4.89,14.53,21.19,7.82,19.37,10.41,31.51,48.13,10.86,28.85,44.91,2.61,7.04,7.81,158
E07000051,,,Purbeck,x,x,x,x,7.84,2.08,41.28,0.93,10.14,29.94,5.34,21.59,12.58,30.88,51.86,13.25,29.04,50.2,2.84,7.39,8.29,118
E07000052,,,West Dorset,x,x,x,x,7.66,2.01,27.32,3.35,11.29,16.86,10.65,21.37,10.3,31.41,47.57,9.64,30.05,44.3,1.75,7.4,7.93,252
E07000053,,,Weymouth and Portland,x,x,x,x,7.16,2.44,38.01,3.59,26.2,23.99,7.98,22.66,16.92,24.51,49.53,16.09,22.23,43.28,5.07,6.43,7.88,162
E10000013,,Gloucestershire,,10.78,17.32,40.29,31.6,7.3,2.3,12.44,8.14,13.42,8.37,14.47,20.18,4.99,36.34,44.24,5.98,27.88,35.32,1.35,7.11,7.5,804
E07000078,,,Cheltenham,x,x,x,x,7.45,2.13,34.03,3.16,16.78,21.75,7.08,18.05,10.34,39.46,60.14,15.88,18.85,36.48,3.27,6.96,7.94,136
E07000079,,,Cotswold,x,x,x,x,7.25,2.34,39.86,2.01,18.76,22.81,9.24,25.08,12.46,30.53,51.1,13.94,22.71,40.55,3.86,6.68,7.82,111
E07000080,,,Forest of Dean,x,x,x,x,7.38,2.21,38.32,1.37,10.71,17.88,15.04,32,10.91,30.05,47,16.11,21.54,42.28,3.16,6.91,7.85,119
E07000081,,,Gloucester,x,x,x,x,6.96,2.27,24.71,5.38,15.91,17.27,16.17,33.25,12.57,29.36,49.1,16.62,16.96,33.87,2.91,6.55,7.36,158
E07000082,,,Stroud,x,x,x,x,7.29,2.41,20.62,8.55,20.52,18.9,9.16,20.27,11.19,27.69,43.63,11.32,27.16,43.03,2.92,6.86,7.72,170
E07000083,,,Tewkesbury,x,x,x,x,7.55,2.42,30.57,4.98,20.88,29.82,4.46,17.83,13.93,23.6,41.98,13.24,31.65,54.63,3.64,7,8.11,110
E10000027,,Somerset ,,10.49,15.65,39.55,34.31,7.38,2.28,11.14,8.19,12.78,8.87,12.92,18.38,5,35.66,43.44,5.83,30.38,38.24,1.24,7.2,7.56,845
E07000187,,,Mendip,x,x,x,x,7.33,2.18,27.52,4.38,15.07,21.35,8.53,21.22,10.67,33.41,51.52,15.73,22.59,43.29,2.76,6.93,7.74,161
E07000188,,,Sedgemoor,x,x,x,x,7.58,2.19,23.58,4.4,12.19,20.34,8.91,21.06,9.93,35.18,52.53,12.12,24.93,40.8,2.43,7.21,7.95,185
E07000189,,,South Somerset,x,x,x,x,7.36,2.16,21.91,5.49,13.93,12.3,15.61,25.68,8.21,30.53,42.4,9.75,26.77,39.59,2.1,7.06,7.67,280
E07000190,,,Taunton Deane,x,x,x,x,7.26,2.57,20.05,8.97,20.98,26.99,4.73,15.81,13.21,27.28,46.86,12.2,28.5,46.88,3.23,6.79,7.73,163
E07000191,,,West Somerset,x,x,x,x,7.37,2.47,36.87,2.27,17.19,34.56,3.97,24.26,22.36,19.98,54.71,19.18,23.33,54.29,4.21,6.72,8.01,56
W92000004,WALES,,,11.56,17.42,37.92,33.1,7.29,2.31,2.7,10.95,12.18,2.01,16.73,18.11,1.23,37.01,38.83,1.37,32.21,33.99,0.31,7.25,7.34,19110
W06000001,,,Isle of Anglesey / Ynys Môn,8.37,14.36,38.13,39.14,7.6,2.23,13.84,6.09,10.64,9.81,11.59,17.14,5.32,34.14,42.12,5.35,35.02,43.26,1.24,7.41,7.78,762
W06000002,,,Gwynedd / Gwynedd,10.37,16.12,39.56,33.95,7.4,2.24,11.61,8,12.73,8.82,13.32,18.91,4.85,35.79,43.34,5.34,30.39,37.52,1.18,7.22,7.57,938
W06000003,,,Conwy / Conwy,9.09,16.22,41.25,33.43,7.46,2.15,11.5,7.03,11.15,8.25,13.59,18.85,4.24,37.82,44.69,5.22,30.01,36.86,1.09,7.3,7.62,967
W06000004,,,Denbighshire / Sir Ddinbych,10.34,17.56,36.97,35.13,7.41,2.19,10.99,8.1,12.57,7.87,14.84,20.28,4.59,33.64,40.31,5.06,31.64,38.62,1.1,7.25,7.57,958
W06000005,,,Flintshire / Sir y Fflint,9.42,14.67,39.28,36.63,7.59,2.22,12.25,7.15,11.69,10.2,11.73,17.62,5.3,35.18,43.37,5.52,32.65,40.6,1.19,7.41,7.76,772
W06000006,,,Wrexham / Wrecsam,14.65,17.11,33.82,34.41,7.22,2.44,11.69,11.28,18.03,8.49,14.25,19.97,6.11,29.76,37.89,5.79,30.49,38.33,1.57,7,7.45,745
W06000023,,,Powys / Powys,7.71,16.97,40.37,34.95,7.56,2.03,10.58,6.11,9.31,8.15,14.26,19.69,4.09,37.12,43.61,4.8,31.65,38.24,0.94,7.42,7.7,1006
W06000008,,,Ceredigion / Ceredigion,7.31,16.62,42.6,33.48,7.51,2.03,14.07,5.28,9.33,9.07,13.65,19.58,4.77,38.59,46.6,5.47,29.88,37.08,1.02,7.36,7.66,768
W06000009,,,Pembrokeshire / Sir Benfro,8.83,18.17,39.85,33.16,7.4,2.17,10.88,6.94,10.72,7.52,15.48,20.85,4.61,36.23,43.46,5.26,29.73,36.59,1.04,7.24,7.55,968
W06000010,,,Carmarthenshire / Sir Gaerfyrddin,11.25,18.51,41.8,28.44,7.15,2.26,11.05,8.8,13.69,7.37,15.83,21.2,4.65,37.98,45.62,5.99,25.09,31.79,1.17,6.99,7.32,906
W06000011,,,Swansea / Abertawe,12.93,21.32,35.05,30.7,7.08,2.36,9.69,10.47,15.39,7.74,18.08,24.57,5.44,31.3,38.8,6.29,26.9,34.49,1.3,6.9,7.27,986
W06000012,,,Neath Port Talbot / Castell-nedd Port Talbot,12,18.87,37.09,32.04,7.19,2.35,10.82,9.45,14.55,8.63,15.67,22.08,5.04,33.41,40.77,5.76,28.41,35.67,1.26,7.01,7.36,845
W06000013,,,Bridgend / Pen-y-bont ar Ogwr,9.9,15.46,43.27,31.36,7.39,2.28,12.4,7.49,12.32,10.35,12.31,18.61,4.59,39.36,47.18,6.11,27.59,35.13,1.26,7.21,7.58,835
W06000014,,,The Vale of Glamorgan / Bro Morgannwg,9.72,17.31,39.25,33.72,7.43,2.21,11.51,7.52,11.92,7.98,14.6,20.03,4.82,35.53,42.97,5.25,30.24,37.2,1.16,7.26,7.6,961
W06000015,,,Cardiff / Caerdydd,12.06,17.4,38.09,32.45,7.23,2.31,10.79,9.5,14.62,8.14,14.62,20.19,5.34,34.08,42.09,6.14,28.53,36.37,1.28,7.05,7.41,897
W06000016,,,Rhondda Cynon Taf / Rhondda Cynon Taf,15.17,17.28,34.07,33.48,7.13,2.57,10.78,11.95,18.39,8.41,14.43,20.14,5.77,30.2,37.93,6.07,29.49,37.48,1.7,6.89,7.36,896
W06000024,,,Merthyr Tydfil / Merthyr Tudful,16.96,16.58,34.09,32.37,7.01,2.61,12.42,12.81,21.11,11.08,12.97,20.2,6.16,29.96,38.22,6.86,28,36.74,2.05,6.73,7.3,643
W06000018,,,Caerphilly / Caerffili,12.28,16.91,37.52,33.29,7.26,2.33,11.1,9.6,14.96,8.73,14.01,19.81,5.41,33.53,41.51,5.49,29.7,36.88,1.23,7.08,7.43,925
W06000019,,,Blaenau Gwent / Blaenau Gwent,15.53,18.62,30.83,35.03,7.12,2.56,11.92,11.88,19.17,9.81,15.02,22.21,7.5,26.27,35.38,6.78,30.35,39.71,1.73,6.88,7.37,603
W06000020,,,Torfaen / Tor-faen,14.94,17.96,37.93,29.18,7.03,2.53,8.53,12.43,17.44,8.42,14.99,20.93,5.14,34.09,41.76,6.03,25.72,32.64,1.31,6.85,7.21,927
W06000021,,,Monmouthshire / Sir Fynwy,8.15,17.94,39.81,34.1,7.51,2.09,12.69,6.12,10.19,7.67,15.24,20.65,4.38,36.38,43.23,5.38,30.49,37.7,1.09,7.35,7.67,969
W06000022,,,Newport / Casnewydd,13.15,17,35.11,34.75,7.25,2.37,11.18,10.25,16.04,8.44,14.18,19.82,5.38,31.39,38.82,5.39,31.06,38.44,1.34,7.06,7.44,833
S92000003,SCOTLAND,,,11.2,17.57,39.02,32.21,7.28,2.28,2.62,10.62,11.77,2,16.88,18.26,1.14,38.15,39.89,1.32,31.38,33.05,0.28,7.24,7.32,23389
 ,,,,,,,,,,,,,,,,,,,,,,,,,
S12000033,,,Aberdeen City,9.52,17.24,39.75,33.49,7.38,2.18,13.18,7.05,11.99,10.25,13.76,20.71,6,35.06,44.44,7.7,28.41,38.56,1.25,7.2,7.56,754
S12000034,,,Aberdeenshire,8.88,14.16,36.46,40.5,7.63,2.12,13.81,6.46,11.29,10.65,11.2,17.13,5.79,32.3,40.62,5.28,36.29,44.7,1.21,7.45,7.81,706
S12000041,,,Angus,8.36,20.64,39.18,31.82,7.41,2.08,13.36,6.17,10.56,10.13,16.53,24.75,6.06,34.5,43.85,6.52,27.74,35.9,1.22,7.23,7.58,747
S12000035,,,Argyll and Bute,7.8,21.02,35.45,35.73,7.49,2.17,12.29,5.92,9.69,8.62,17.46,24.58,5.07,31.91,38.98,4.86,32.32,39.14,1.09,7.33,7.65,934
S12000005,,,Clackmannanshire,11.9,16.49,43.54,28.07,7.11,2.31,18.71,7.49,16.32,17.97,10.62,22.37,9.49,35.35,51.73,10.86,22.02,34.11,2.31,6.78,7.43,259
S12000006,,,Dumfries and Galloway,11.17,15,39.95,33.88,7.33,2.37,12.15,8.5,13.84,9.33,12.25,17.76,4.94,36.07,43.83,5.81,30.01,37.74,1.3,7.14,7.52,874
S12000042,,,Dundee City,11.73,16.52,37,34.75,7.35,2.21,16.95,7.82,15.64,9.06,13.58,19.46,5.66,32.88,41.12,5.51,30.99,38.52,1.42,7.15,7.56,912
S12000008,,,East Ayrshire,13.04,18.61,36.96,31.39,7.17,2.43,10.1,10.45,15.63,8.39,15.54,21.68,5.37,33.05,40.87,5.77,27.83,34.96,1.32,6.99,7.36,809
S12000009,,,East Dunbartonshire,6.9,16.44,41.93,34.73,7.57,1.99,14.18,4.97,8.82,10.26,13.12,19.76,5.07,37.75,46.11,5.96,30.66,38.81,1.08,7.4,7.73,721
S12000010,,,East Lothian,10.27,16.02,41.27,32.44,7.38,2.13,13.48,7.54,12.99,9.57,13.01,19.04,5.7,36.64,45.9,7.01,27.96,36.92,1.3,7.19,7.57,662
S12000011,,,East Renfrewshire,8.54,17.8,45.31,28.36,7.29,2.04,13.42,6.28,10.79,8.76,14.73,20.87,5.13,40.74,49.88,6.68,24.63,32.09,1.11,7.13,7.45,709
S12000036,,,City of Edinburgh,9.17,16.56,44.15,30.12,7.34,2.09,12.92,6.84,11.51,8.08,13.92,19.19,4.47,40.27,48.02,6.28,26.4,33.84,1.07,7.19,7.5,844
*,,"Eilean Siar, Orkney & Shetland ",,4.52,12.63,40.01,42.84,7.99,1.91,18.92,2.84,6.2,10.84,9.93,15.32,5.45,35.72,44.31,5.62,38.1,47.58,1.07,7.82,8.16,652
S12000013,,,Eilean Siar,x,x,x,x,8.03,1.88,34.74,1.41,7.75,20.83,6.23,15.06,9.32,33.94,49.41,10.84,33.8,52.41,2.02,7.71,8.35,181
S12000023,,,Orkney Islands,x,x,x,x,7.89,2,27.54,2.43,8.31,17.69,10.39,21.66,9.57,28.87,42.43,8.17,35.98,49.94,1.81,7.61,8.18,235
S12000027,,,Shetland Islands,x,x,x,x,8.03,1.85,35.19,1.1,6.23,18.38,7.51,16.15,9.45,34.18,49.99,9.31,34.57,50.27,1.67,7.76,8.29,236
S12000014,,,Falkirk,10.93,14.36,41.79,32.92,7.4,2.19,11.91,8.37,13.49,9.82,11.59,17.14,4.72,37.9,45.67,5.81,29.15,36.69,1.26,7.22,7.58,789
S12000015,,,Fife,12.17,20.35,37.89,29.59,7.14,2.31,10.47,9.66,14.68,7.92,17.18,23.52,5.17,34.03,41.74,5.84,26.19,32.99,1.26,6.96,7.31,849
S12000043,,,Glasgow City,13.89,19.46,39.06,27.59,6.99,2.4,9.68,11.25,16.53,8.44,16.23,22.69,4.69,35.46,42.66,6.21,24.22,30.96,1.34,6.81,7.18,868
S12000017,,,Highland,8.63,16.38,37.46,37.52,7.6,2.14,11.75,6.64,10.63,8.01,13.8,18.96,4.84,33.9,41.03,4.67,34.08,40.96,0.99,7.45,7.75,992
S12000018,,,Inverclyde,12.68,18.75,34.2,34.37,7.23,2.44,10.86,9.97,15.38,8.27,15.7,21.8,6.27,29.99,38.42,5.64,30.56,38.18,1.33,7.04,7.42,808
S12000019,,,Midlothian,8.32,18.66,36.56,36.46,7.56,2.13,15.46,5.79,10.85,11.23,14.53,22.79,6.46,31.91,41.21,7.2,31.28,41.63,1.52,7.33,7.78,553
S12000020,,,Moray,8.35,19.81,38.89,32.95,7.45,2.03,12.23,6.34,10.36,8.42,16.53,23.09,5.34,34.8,42.97,6.06,29.02,36.88,1.09,7.29,7.61,776
S12000021,,,North Ayrshire,16.62,17.39,34.38,31.61,6.97,2.59,9.08,13.65,19.58,8.21,14.59,20.2,5.09,30.94,37.82,5.89,27.95,35.27,1.47,6.77,7.17,896
S12000044,,,North Lanarkshire,14.34,19.04,35.17,31.46,7.09,2.47,9.72,11.59,17.08,8.39,15.9,22.19,5.27,31.52,38.81,5.87,27.83,35.08,1.46,6.89,7.29,854
