Codes,Area names,Region,Location,Total % 0-4,Total % 5-6,Total % 7-8,Total % 9-10,Total Average rating,0-4 CV,0-4 Lower limit,0-4 Upper limit,5-6 CV, 5-6 Lower limit,5-6 Upper limit,7-8 CV,7-8 Lower limit,7-8 Upper limit,9-10 CV,9-10 Lower limit,9-10 Upper limit,Total CV,Total Lower limit,Total Upper limit,Sample size
K02000001,UNITED KINGDOM,,,9.68,17.05,40.66,32.6,7.38,1.03,9.49,9.88,0.75,16.8,17.3,0.41,40.33,40.99,0.5,32.28,32.92,0.1,7.37,7.4,166238
E92000001,ENGLAND,,,9.71,17.23,40.66,32.39,7.37,1.16,9.49,9.93,0.83,16.95,17.52,0.46,40.29,41.03,0.56,32.04,32.75,0.11,7.36,7.39,120709
E12000001,NORTH EAST,,,11.58,17.48,38.59,32.35,7.29,3.64,10.76,12.41,2.98,16.46,18.5,1.65,37.34,39.84,1.89,31.15,33.54,0.42,7.23,7.35,11049
E06000047,,County Durham UA,,12.97,19.87,36.72,30.43,7.17,10.88,10.19,15.75,8.4,16.59,23.16,5.28,32.91,40.54,5.75,26.99,33.88,1.37,6.98,7.36,808
E06000005,,Darlington UA,,10.39,17.13,38.8,33.68,7.35,11.2,8.1,12.68,8.77,14.18,20.08,4.92,35.05,42.56,5.79,29.84,37.51,1.21,7.18,7.53,950
E06000001,,Hartlepool UA,,10.95,16.56,37.02,35.47,7.41,11.35,8.51,13.39,7.77,14.03,19.09,4.49,33.75,40.29,4.96,32.02,38.92,1.17,7.24,7.58,1111
E06000002,,Middlesbrough UA,,12.69,17.15,36.46,33.7,7.27,10.19,10.15,15.23,7.91,14.48,19.82,4.78,33.03,39.88,5.43,30.1,37.29,1.3,7.08,7.45,974
E06000048,,Northumberland UA,,10.14,14.65,40.27,34.94,7.46,10.82,7.99,12.3,9.39,11.95,17.36,4.54,36.67,43.86,5.22,31.36,38.52,1.08,7.3,7.62,929
E06000003,,Redcar and Cleveland UA,,10.37,16.62,35.17,37.85,7.48,11.75,7.97,12.76,9.17,13.62,19.62,5.24,31.54,38.79,5,34.13,41.56,1.2,7.31,7.66,991
E06000004,,Stockton-on-Tees UA,,8.91,16.02,41.92,33.15,7.47,14.17,6.43,11.39,9.81,12.93,19.12,5.19,37.63,46.2,6.29,29.05,37.25,1.19,7.29,7.64,780
E11000004,,Tyne and Wear (Met County),,11.94,17.64,39.19,31.22,7.24,4.83,10.81,13.07,4.27,16.17,19.12,2.36,37.38,41.01,2.9,29.45,33,0.61,7.15,7.32,4506
E08000020,,,Gateshead,12.38,16.2,41.59,29.84,7.22,10.24,9.88,14.87,9.74,13.09,19.3,5.33,37.22,45.95,5.88,26.39,33.3,1.21,7.05,7.4,851
E08000021,,,Newcastle upon Tyne,10.4,18.44,41.83,29.33,7.23,10.77,8.2,12.61,8.49,15.36,21.52,4.67,37.99,45.67,6.73,25.45,33.21,1.19,7.06,7.4,933
E08000022,,,North Tyneside,10.72,18.56,40.11,30.61,7.3,13.4,7.9,13.55,10.72,14.65,22.48,5.26,35.96,44.26,6.16,26.9,34.32,1.42,7.1,7.51,777
E08000023,,,South Tyneside,14.02,17.3,37.59,31.08,7.09,8.04,11.8,16.23,7.94,14.6,20,5.02,33.88,41.31,5.65,27.63,34.54,1.22,6.92,7.26,1024
E08000024,,,Sunderland,13.23,17.16,34.76,34.85,7.28,9.77,10.68,15.77,8.85,14.18,20.15,5.36,31.1,38.42,5.7,30.95,38.76,1.4,7.08,7.48,921
E12000002,NORTH WEST ,,,10.82,17.91,39.93,31.33,7.28,2.78,10.23,11.41,2.12,17.17,18.66,1.18,39.01,40.86,1.45,30.44,32.22,0.3,7.24,7.32,19705
E06000008,,Blackburn with Darwen UA,,12.16,16.53,38.99,32.31,7.26,10.29,9.7,14.63,9.29,13.51,19.55,4.56,35.5,42.48,6.09,28.44,36.19,1.33,7.07,7.45,853
E06000009,,Blackpool UA,,11.14,15.81,38.71,34.33,7.34,10.89,8.75,13.53,8.91,13.04,18.59,5.35,34.64,42.78,5.89,30.36,38.31,1.2,7.17,7.52,863
E06000049,,Cheshire East UA,,8.7,17.58,44.6,29.13,7.34,16.37,5.89,11.5,11.14,13.71,21.44,5.15,40.07,49.13,7.46,24.84,33.42,1.55,7.12,7.57,472
E06000050,,Cheshire West and Chester UA,,9.56,15.4,46.4,28.64,7.31,17.69,6.22,12.9,12.46,11.61,19.18,6.18,40.75,52.06,9.11,23.49,33.79,1.72,7.06,7.55,410
E06000006,,Halton UA,,12.12,20.43,35.68,31.77,7.19,10.36,9.65,14.59,8.42,17.05,23.81,5.4,31.89,39.47,5.58,28.28,35.26,1.24,7.01,7.36,861
E06000007,,Warrington UA,,9.04,15.91,41.63,33.42,7.45,11.66,6.97,11.11,9.05,13.07,18.74,4.67,37.81,45.46,5.82,29.59,37.24,1.1,7.28,7.61,797
E10000006,,Cumbria ,,9.72,17.27,40.16,32.84,7.44,13.08,7.22,12.22,9.34,14.1,20.44,4.46,36.64,43.69,5.76,29.12,36.56,1.2,7.26,7.61,905
E07000026,,,Allerdale,x,x,x,x,7.73,36.45,x,x,16.14,x,x,9.24,x,x,11.65,x,x,2.2,7.4,8.07,194
E07000027,,,Barrow-in-Furness,x,x,x,x,6.68,26.88,x,x,26.76,x,x,16.49,x,x,19.07,x,x,4.79,6.03,7.33,96
E07000028,,,Carlisle,x,x,x,x,7.28,26.22,x,x,20.42,x,x,8.97,x,x,15.8,x,x,2.8,6.87,7.68,191
E07000029,,,Copeland,x,x,x,x,7.53,52.55,x,x,22.36,x,x,13.5,x,x,16.31,x,x,2.55,7.14,7.92,120
E07000030,,,Eden,x,x,x,x,7.66,35.82,x,x,23.4,x,x,14.65,x,x,14.1,x,x,3.08,7.18,8.14,106
E07000031,,,South Lakeland,x,x,x,x,7.7,26.01,x,x,27.25,x,x,9.45,x,x,10.8,x,x,2.3,7.34,8.05,198
E11000001,,Greater Manchester (Met County),,11.2,18.08,40.12,30.61,7.25,3.85,10.35,12.05,3.02,17,19.15,1.71,38.77,41.46,2.17,29.31,31.91,0.43,7.19,7.31,8728
E08000001,,,Bolton,11.95,17.64,39.27,31.15,7.25,12.68,8.97,14.93,8.78,14.59,20.69,5.1,35.33,43.2,6.34,27.26,35.03,1.27,7.07,7.43,850
E08000002,,,Bury,10.08,15.13,40.26,34.54,7.44,12.97,7.51,12.66,9.75,12.22,18.03,5.29,36.06,44.45,6.3,30.25,38.82,1.33,7.25,7.63,692
E08000003,,,Manchester,11.95,20.7,39.46,27.89,7.1,10.49,9.48,14.41,8.07,17.42,23.99,5.25,35.39,43.53,6.93,24.09,31.69,1.31,6.92,7.28,980
E08000004,,,Oldham ,12.01,19.98,38.99,29.02,7.12,10,9.65,14.37,8.47,16.65,23.31,5.22,34.99,42.99,6.44,25.34,32.69,1.25,6.94,7.29,817
E08000005,,,Rochdale,14.76,17.68,37.37,30.19,7.05,9.74,11.93,17.59,8.38,14.77,20.59,4.45,34.1,40.64,5.6,26.87,33.52,1.4,6.86,7.24,980
E08000006,,,Salford,12.39,18.63,39.29,29.69,7.17,12.07,9.45,15.33,8.82,15.4,21.86,5.34,35.17,43.42,6.76,25.75,33.63,1.45,6.96,7.37,870
E08000007,,,Stockport,9.2,16.6,44.52,29.68,7.31,11.81,7.06,11.33,8.94,13.68,19.52,4.47,40.6,48.44,6.26,26.03,33.33,1.14,7.15,7.48,915
E08000008,,,Tameside,10.74,19.74,39.62,29.89,7.25,9.69,8.7,12.79,8.24,16.54,22.94,4.61,36.03,43.21,6.3,26.19,33.59,1.14,7.09,7.42,923
E08000009,,,Trafford,7.4,15.18,44.77,32.65,7.55,13.63,5.42,9.39,9.44,12.36,17.99,4.33,40.96,48.58,6.16,28.7,36.61,1.04,7.4,7.71,844
E08000010,,,Wigan,10.43,15.65,38.73,35.19,7.46,10.34,8.31,12.55,9.48,12.73,18.56,4.65,35.19,42.28,5.33,31.5,38.88,1.15,7.29,7.63,857
E10000017,,Lancashire,,10.12,17.84,38.54,33.5,7.35,9.74,8.18,12.05,6.7,15.49,20.19,3.73,35.72,41.37,4.32,30.65,36.34,0.98,7.21,7.49,1455
E07000117,,,Burnley,x,x,x,x,7.12,33.8,x,x,26.24,x,x,16.41,x,x,16.6,x,x,3.89,6.56,7.68,85
E07000118,,,Chorley,x,x,x,x,7.25,25.72,x,x,16.16,x,x,13.19,x,x,15.76,x,x,2.72,6.86,7.65,157
E07000119,,,Fylde,x,x,x,x,7.94,51.06,x,x,29.86,x,x,13.2,x,x,14.09,x,x,2.73,7.5,8.38,95
E07000120,,,Hyndburn,x,x,x,x,7.53,40.76,x,x,37.12,x,x,14.93,x,x,16.06,x,x,3.81,6.94,8.12,91
E07000121,,,Lancaster,x,x,x,x,7.22,34.04,x,x,20.06,x,x,8.84,x,x,14.38,x,x,3.21,6.76,7.68,162
E07000122,,,Pendle,x,x,x,x,6.96,27.72,x,x,23.68,x,x,16.49,x,x,15.28,x,x,4.12,6.38,7.53,117
E07000123,,,Preston,x,x,x,x,7.09,23.95,x,x,15.42,x,x,10.26,x,x,13.95,x,x,3.16,6.65,7.54,176
E07000124,,,Ribble Valley,x,x,x,x,7.84,45.74,x,x,33.85,x,x,21.65,x,x,13.94,x,x,4.2,7.15,8.52,66
E07000125,,,Rossendale,x,x,x,x,7.85,67.48,x,x,29.36,x,x,16.26,x,x,15.84,x,x,3.61,7.27,8.43,77
E07000126,,,South Ribble,x,x,x,x,6.86,27.56,x,x,14.58,x,x,13.74,x,x,16.73,x,x,3.6,6.37,7.35,147
E07000127,,,West Lancashire,x,x,x,x,7.61,30.99,x,x,24.68,x,x,10.45,x,x,13.28,x,x,2.32,7.26,7.97,147
E07000128,,,Wyre,x,x,x,x,7.63,33.38,x,x,25.42,x,x,11.19,x,x,12.38,x,x,2.75,7.21,8.05,135
E11000002,,Merseyside (Met County),,11.97,19.01,38.17,30.85,7.18,4.86,10.83,13.11,4.2,17.45,20.58,2.6,36.22,40.12,2.87,29.11,32.59,0.59,7.1,7.27,4361
E08000011,,,Knowsley ,13.58,18.89,33.88,33.64,7.14,9.55,11.03,16.14,8.62,15.69,22.1,5.66,30.11,37.66,6.04,29.64,37.63,1.38,6.95,7.34,844
E08000012,,,Liverpool,12.21,18.79,39.19,29.81,7.17,9.45,9.95,14.48,8.5,15.65,21.92,5.57,34.9,43.48,6.01,26.29,33.33,1.14,7.01,7.33,973
E08000014,,,Sefton,10.6,18.14,38.52,32.73,7.3,11.3,8.25,12.96,8.75,15.02,21.26,4.91,34.8,42.25,5.64,29.1,36.36,1.15,7.13,7.46,836
E08000013,,,St. Helens,10.37,21.11,38.38,30.14,7.19,11.05,8.11,12.62,8.85,17.43,24.78,4.92,34.67,42.1,5.97,26.6,33.68,1.19,7.02,7.36,856
E08000015,,,Wirral,13,18.94,38.21,29.85,7.11,10.18,10.4,15.6,9.29,15.48,22.4,5.26,34.26,42.16,6.39,26.1,33.6,1.39,6.92,7.31,852
E12000003,YORKSHIRE AND THE HUMBER,,,10.79,16.96,38.53,33.72,7.34,3.24,10.1,11.47,2.45,16.15,17.78,1.4,37.47,39.59,1.59,32.66,34.77,0.35,7.29,7.39,13228
E06000011,,East Riding of Yorkshire UA,,10.19,15.48,38.49,35.84,7.44,12.01,7.78,12.6,9.12,12.7,18.26,5,34.7,42.27,5.16,32.2,39.48,1.2,7.26,7.61,801
E06000010,,"Kingston upon Hull, City of UA",,14.26,18.01,36.27,31.46,7.12,11.37,11.07,17.44,9.16,14.77,21.26,5.48,32.36,40.18,6.35,27.53,35.4,1.64,6.89,7.35,862
E06000012,,North East Lincolnshire UA,,11.93,15.65,36.4,36.03,7.33,10.48,9.47,14.39,8.54,13.02,18.28,5.22,32.66,40.13,5.22,32.33,39.73,1.3,7.14,7.51,937
E06000013,,North Lincolnshire UA,,8.32,17.01,38.51,36.16,7.51,12.58,6.26,10.38,9.57,13.81,20.22,5.33,34.47,42.54,5.75,32.08,40.25,1.08,7.35,7.67,868
E06000014,,York UA,,10.12,16.03,42.72,31.13,7.36,9.05,8.32,11.92,8.3,13.41,18.65,4.21,39.19,46.26,6.05,27.42,34.83,0.98,7.22,7.5,1035
E10000023,,North Yorkshire,,7.36,15.5,39.2,37.94,7.65,15,5.19,9.54,8.73,12.84,18.16,5.02,35.32,43.07,5.15,34.1,41.78,1.12,7.48,7.82,826
E07000163,,,Craven,x,x,x,x,7.79,60.51,x,x,24.97,x,x,18.39,x,x,12.8,x,x,3.18,7.28,8.3,74
E07000164,,,Hambleton,x,x,x,x,7.75,39.21,x,x,26.88,x,x,11.76,x,x,15.99,x,x,2.8,7.31,8.19,105
E07000165,,,Harrogate,x,x,x,x,7.64,22.89,x,x,15.68,x,x,9.45,x,x,9.61,x,x,1.88,7.36,7.93,229
E07000166,,,Richmondshire,x,x,x,x,7.94,51.56,x,x,42.31,x,x,16.74,x,x,14.49,x,x,2.31,7.56,8.31,71
E07000167,,,Ryedale,x,x,x,x,7.95,74.59,x,x,29.18,x,x,17.33,x,x,15.38,x,x,2.64,7.51,8.38,72
E07000168,,,Scarborough,x,x,x,x,7.26,35.76,x,x,19.54,x,x,14.35,x,x,16.51,x,x,4.28,6.64,7.88,129
E07000169,,,Selby,x,x,x,x,7.6,28.18,x,x,19.49,x,x,10.95,x,x,10.48,x,x,2.28,7.25,7.95,146
E11000003,,South Yorkshire (Met County),,11.79,17.56,37.38,33.28,7.28,6.1,10.38,13.2,4.41,16.04,19.08,2.76,35.35,39.4,3.11,31.25,35.3,0.69,7.19,7.38,3531
E08000016,,,Barnsley,11.42,18.58,36.35,33.64,7.33,10.05,9.16,13.68,8.07,15.63,21.53,4.98,32.8,39.91,5.71,29.87,37.42,1.24,7.15,7.51,952
E08000017,,,Doncaster,13.19,16.53,38.11,32.18,7.24,11.05,10.32,16.05,8.8,13.67,19.39,5.04,34.33,41.88,5.92,28.43,35.93,1.37,7.05,7.44,855
E08000018,,,Rotherham ,10.53,17.48,36.54,35.45,7.39,11.45,8.16,12.9,8.02,14.72,20.23,4.93,33,40.08,5.19,31.84,39.07,1.14,7.22,7.55,896
E08000019,,,Sheffield,11.78,17.71,37.77,32.74,7.24,11.29,9.17,14.4,7.93,14.94,20.47,5.06,34.01,41.54,5.81,29,36.48,1.27,7.06,7.42,828
E11000006,,West Yorkshire (Met County),,10.95,17.27,39.06,32.72,7.3,5.2,9.83,12.07,4.12,15.87,18.66,2.26,37.33,40.79,2.67,31.01,34.44,0.57,7.22,7.38,4368
E08000032,,,Bradford ,10.37,19.08,35.94,34.61,7.34,12.15,7.89,12.85,8.97,15.71,22.45,5.84,31.82,40.07,6.01,30.52,38.7,1.36,7.14,7.53,725
E08000033,,,Calderdale,8.78,19.29,42.32,29.61,7.31,12.74,6.58,10.98,8,16.26,22.33,4.73,38.38,46.26,6.53,25.81,33.41,1.21,7.13,7.48,819
E08000034,,,Kirklees ,11.9,15.22,39.32,33.56,7.32,11.61,9.18,14.62,9.44,12.39,18.04,5.05,35.42,43.23,5.92,29.65,37.47,1.34,7.13,7.52,745
E08000035,,,Leeds ,11.34,16.84,39.84,31.98,7.26,9.3,9.26,13.41,7.62,14.32,19.36,3.96,36.74,42.94,4.98,28.85,35.11,1.05,7.11,7.41,1132
E08000036,,,Wakefield,11.06,16.79,39.47,32.68,7.31,10.08,8.87,13.25,9.58,13.63,19.95,4.82,35.73,43.21,5.12,29.39,35.97,1.04,7.16,7.46,947
E12000004,EAST MIDLANDS,,,9.29,18.03,39.15,33.53,7.41,4.1,8.55,10.04,2.95,16.99,19.07,1.67,37.87,40.44,1.94,32.25,34.8,0.4,7.35,7.47,7877
E06000015,,Derby UA ,,11.43,17.4,39,32.17,7.25,12.34,8.65,14.2,8,14.67,20.14,4.84,35.28,42.71,5.42,28.75,35.6,1.39,7.05,7.44,904
E06000016,,Leicester UA,,12.47,18.24,38.97,30.33,7.19,12.41,9.43,15.51,9.15,14.96,21.52,5.68,34.62,43.32,7.82,25.66,34.99,1.53,6.98,7.41,870
E06000018,,Nottingham UA,,9.64,20.89,40.05,29.41,7.21,11.55,7.45,11.83,7.1,17.98,23.81,4.63,36.41,43.7,6.37,25.73,33.1,1.12,7.05,7.37,1039
E06000017,,Rutland UA ,,x,x,x,x,7.63,30.72,x,x,18.29,x,x,8.38,x,x,13,x,x,2.04,7.32,7.94,231
E10000007,,Derbyshire,,10.14,15.53,38.72,35.62,7.48,10.24,8.1,12.18,8.31,12.99,18.06,4.49,35.3,42.14,4.96,32.14,39.09,1.07,7.32,7.63,974
E07000032,,,Amber Valley,x,x,x,x,7.26,23.81,x,x,16.94,x,x,12.28,x,x,12.28,x,x,2.1,6.96,7.57,154
E07000033,,,Bolsover,x,x,x,x,7.5,24.8,x,x,37.48,x,x,17.04,x,x,13.21,x,x,3.54,6.97,8.04,102
E07000034,,,Chesterfield,x,x,x,x,7.66,34.21,x,x,20.28,x,x,14.06,x,x,13.2,x,x,3.36,7.14,8.18,120
E07000035,,,Derbyshire Dales,x,x,x,x,7.57,32.4,x,x,32.19,x,x,13.62,x,x,14.71,x,x,3.28,7.07,8.08,105
E07000036,,,Erewash,x,x,x,x,7.4,31.14,x,x,22.2,x,x,9.84,x,x,14.92,x,x,3.06,6.94,7.85,133
E07000037,,,High Peak,x,x,x,x,7.5,32.83,x,x,22.76,x,x,13.24,x,x,16.05,x,x,3.05,7.04,7.96,124
E07000038,,,North East Derbyshire,x,x,x,x,7.57,25.93,x,x,28.99,x,x,11,x,x,12.86,x,x,3.01,7.11,8.03,126
E07000039,,,South Derbyshire,x,x,x,x,7.43,31.07,x,x,23.28,x,x,12.53,x,x,15.44,x,x,3.04,6.97,7.89,110
E10000018,,Leicestershire,,7.11,17.79,38.38,36.72,7.58,12.07,5.42,8.8,8.22,14.91,20.66,4.4,35.06,41.71,4.66,33.35,40.08,0.97,7.44,7.73,889
E07000129,,,Blaby,x,x,x,x,7.82,47.4,x,x,26.94,x,x,9.27,x,x,12.3,x,x,2.34,7.45,8.19,131
E07000130,,,Charnwood,x,x,x,x,7.4,20.65,x,x,15.66,x,x,9.86,x,x,8.93,x,x,2.09,7.1,7.71,221
E07000131,,,Harborough,x,x,x,x,7.55,27.58,x,x,25.33,x,x,12.19,x,x,13.15,x,x,2.83,7.12,7.99,122
E07000132,,,Hinckley and Bosworth,x,x,x,x,7.55,30.58,x,x,18.11,x,x,11.39,x,x,10.58,x,x,2.52,7.17,7.93,129
E07000133,,,Melton,x,x,x,x,7.68,44.48,x,x,24.73,x,x,16.76,x,x,16.96,x,x,3.37,7.14,8.21,71
E07000134,,,North West Leicestershire,x,x,x,x,7.59,33.62,x,x,19.56,x,x,10.36,x,x,13.89,x,x,2.02,7.28,7.9,132
E07000135,,,Oadby and Wigston,x,x,x,x,7.79,46.38,x,x,27.74,x,x,16.34,x,x,15.62,x,x,3.1,7.3,8.28,83
E10000019,,Lincolnshire ,,8.48,19.69,37.36,34.47,7.46,11.89,6.5,10.46,7.24,16.89,22.49,4.45,34.09,40.63,4.96,31.11,37.84,1.09,7.3,7.62,1019
E07000136,,,Boston,x,x,x,x,7.25,40.96,x,x,22.34,x,x,19.92,x,x,15.94,x,x,4.71,6.55,7.94,78
E07000137,,,East Lindsey,x,x,x,x,7.35,22.36,x,x,15.42,x,x,10.78,x,x,11,x,x,2.73,6.95,7.75,204
E07000138,,,Lincoln,x,x,x,x,7.41,32.3,x,x,18.71,x,x,11.23,x,x,18,x,x,2.85,6.99,7.84,127
E07000139,,,North Kesteven,x,x,x,x,7.5,26.42,x,x,21.07,x,x,11.1,x,x,11.57,x,x,2.83,7.08,7.93,165
E07000140,,,South Holland,x,x,x,x,7.24,35.71,x,x,20.96,x,x,12.56,x,x,18.57,x,x,2.44,6.89,7.6,111
E07000141,,,South Kesteven,x,x,x,x,7.69,40.79,x,x,17.09,x,x,8.78,x,x,10.1,x,x,2.38,7.32,8.05,197
E07000142,,,West Lindsey,x,x,x,x,7.62,31.05,x,x,20.96,x,x,13.12,x,x,11.75,x,x,2.73,7.2,8.04,137
E10000021,,Northamptonshire ,,8.1,18.82,41.59,31.5,7.41,11.1,6.33,9.87,8.22,15.77,21.86,4.39,38,45.18,5.44,28.13,34.86,0.98,7.26,7.55,934
E07000150,,,Corby,x,x,x,x,7.01,29.48,x,x,20.61,x,x,12.63,x,x,21.97,x,x,2.57,6.64,7.38,101
E07000151,,,Daventry,x,x,x,x,7.52,42.68,x,x,24.19,x,x,15.88,x,x,16.12,x,x,3.23,7.02,8.01,85
E07000152,,,East Northamptonshire,x,x,x,x,7.06,32.61,x,x,26.37,x,x,10.2,x,x,24.83,x,x,2.87,6.65,7.47,122
E07000153,,,Kettering,x,x,x,x,7.31,33.95,x,x,20.44,x,x,11.45,x,x,15.12,x,x,2.56,6.94,7.69,123
E07000154,,,Northampton,10.11,18.89,35.94,35.05,7.46,18.21,6.46,13.76,15.32,13.15,24.63,8.86,29.63,42.25,9.54,28.42,41.69,1.92,7.18,7.74,268
E07000155,,,South Northamptonshire,x,x,x,x,7.8,30.83,x,x,21.36,x,x,13.05,x,x,11.19,x,x,2.09,7.47,8.13,137
E07000156,,,Wellingborough,x,x,x,x,7.51,29.49,x,x,26.19,x,x,12.25,x,x,15.81,x,x,3.12,7.03,7.98,98
E10000024,,Nottinghamshire,,10.29,17.46,39.28,32.98,7.36,9.83,8.3,12.28,7.54,14.87,20.04,4.25,36,42.55,4.76,29.89,36.07,1.04,7.21,7.51,1017
E07000170,,,Ashfield,x,x,x,x,7.35,27.09,x,x,21.62,x,x,13.44,x,x,11.13,x,x,2.59,6.97,7.73,133
E07000171,,,Bassetlaw,x,x,x,x,7.39,19.84,x,x,20.39,x,x,8.9,x,x,10.13,x,x,2.69,6.99,7.79,170
E07000172,,,Broxtowe,x,x,x,x,7.52,30.41,x,x,24.25,x,x,10.92,x,x,13.37,x,x,3,7.07,7.97,129
E07000173,,,Gedling,x,x,x,x,7.24,22.11,x,x,16.33,x,x,10.37,x,x,13.52,x,x,2.35,6.9,7.58,161
E07000174,,,Mansfield,x,x,x,x,7.28,22.43,x,x,22.55,x,x,11.03,x,x,13,x,x,3.14,6.83,7.74,128
E07000175,,,Newark and Sherwood,x,x,x,x,7.29,28.7,x,x,17.49,x,x,15.04,x,x,12.44,x,x,2.95,6.86,7.72,149
E07000176,,,Rushcliffe,x,x,x,x,7.46,30.74,x,x,18.05,x,x,9.67,x,x,14.91,x,x,2.47,7.09,7.83,147
E12000005,WEST MIDLANDS,,,9.67,16.56,41.55,32.23,7.4,3.81,8.94,10.39,2.65,15.7,17.42,1.45,40.37,42.73,1.83,31.07,33.38,0.37,7.34,7.45,12201
E06000019,,"Herefordshire, County of UA",,7.89,15.86,41.04,35.22,7.55,12.03,6.02,9.75,8.77,13.13,18.59,4.43,37.46,44.61,5.33,31.53,38.91,1.01,7.4,7.7,1050
E06000051,,Shropshire UA,,9.09,15.28,40.54,35.1,7.47,11.82,6.97,11.2,8.96,12.59,17.97,4.51,36.94,44.14,5.6,31.23,38.96,1.21,7.3,7.65,877
E06000021,,Stoke-on-Trent UA,,12.98,17.87,38.41,30.74,7.16,12.37,9.82,16.14,8.88,14.74,20.99,5.98,33.89,42.93,7.38,26.28,35.21,1.58,6.93,7.38,695
E06000020,,Telford and Wrekin UA,,11.36,19.1,36.67,32.87,7.28,9.17,9.31,13.4,7.81,16.17,22.04,5,33.06,40.27,5.58,29.27,36.48,1.15,7.11,7.44,922
E10000028,,Staffordshire,,8.19,14.67,44.18,32.96,7.55,12.12,6.24,10.14,8.17,12.31,17.02,3.77,40.9,47.45,4.81,29.85,36.08,0.95,7.41,7.69,1002
E07000192,,,Cannock Chase,x,x,x,x,7.46,35.15,x,x,25.26,x,x,11.22,x,x,16.67,x,x,3.01,7.01,7.92,112
E07000193,,,East Staffordshire,x,x,x,x,7.46,35.75,x,x,24.26,x,x,14.3,x,x,12.39,x,x,3.4,6.95,7.97,119
E07000194,,,Lichfield,x,x,x,x,7.87,28.02,x,x,19.57,x,x,10.1,x,x,11.04,x,x,2.02,7.55,8.19,138
E07000195,,,Newcastle-under-Lyme,x,x,x,x,7.4,37.73,x,x,20.17,x,x,9.5,x,x,14.83,x,x,2.68,7,7.8,139
E07000196,,,South Staffordshire,x,x,x,x,7.84,38.68,x,x,22.33,x,x,10.48,x,x,12.37,x,x,2.62,7.43,8.25,143
E07000197,,,Stafford,x,x,x,x,7.27,24.96,x,x,17.39,x,x,8.7,x,x,12.39,x,x,2.45,6.92,7.63,162
E07000198,,,Staffordshire Moorlands,x,x,x,x,8.02,52.36,x,x,26.3,x,x,8.47,x,x,12.03,x,x,1.88,7.72,8.32,120
E07000199,,,Tamworth,x,x,x,x,7.13,30.37,x,x,33.44,x,x,14.32,x,x,20.37,x,x,3.5,6.61,7.64,69
E10000031,,Warwickshire,,9.48,14.21,42.17,34.15,7.53,13.07,7.04,11.91,10.14,11.37,17.04,4.96,38.06,46.28,6.15,30.01,38.28,1.22,7.35,7.71,714
E07000218,,,North Warwickshire,x,x,x,x,7.39,45.28,x,x,28.92,x,x,10.27,x,x,21.24,x,x,3.15,6.91,7.86,69
E07000219,,,Nuneaton and Bedworth,x,x,x,x,7.03,20.18,x,x,20.75,x,x,13.11,x,x,19.99,x,x,3.17,6.58,7.47,145
E07000220,,,Rugby,x,x,x,x,7.54,29.82,x,x,22.42,x,x,12.49,x,x,12.82,x,x,3.04,7.08,8,109
E07000221,,,Stratford-on-Avon,x,x,x,x,8.04,28.33,x,x,27,x,x,10.65,x,x,8.47,x,x,1.79,7.75,8.32,189
E07000222,,,Warwick,x,x,x,x,7.62,34.31,x,x,17.03,x,x,8.74,x,x,11.87,x,x,2.4,7.26,7.98,202
E11000005,,West Midlands (Met County),,10.14,17.69,41.06,31.12,7.31,5.49,9.05,11.23,3.68,16.41,18.96,2.12,39.35,42.76,2.77,29.43,32.81,0.57,7.23,7.4,6146
E08000025,,,Birmingham,11.5,16.28,40.28,31.95,7.3,10.62,9.1,13.9,8.07,13.69,18.86,4.48,36.73,43.83,5.7,28.37,35.53,1.25,7.12,7.48,925
E08000026,,,Coventry,6.94,17.74,48.23,27.09,7.37,15.22,4.86,9.01,8.99,14.6,20.88,4.9,43.59,52.88,7.62,23.03,31.15,1.1,7.21,7.53,779
E08000027,,,Dudley ,11.34,17.53,38.53,32.6,7.3,10.77,8.94,13.75,8.62,14.55,20.5,5.31,34.51,42.56,6.18,28.63,36.56,1.35,7.1,7.49,836
E08000028,,,Sandwell ,11.6,17.35,36.57,34.48,7.33,11.58,8.96,14.25,9.34,14.16,20.53,5.25,32.79,40.34,5.98,30.43,38.54,1.35,7.13,7.52,832
E08000029,,,Solihull,8.81,20.27,39.77,31.14,7.3,11.37,6.84,10.79,7.83,17.15,23.39,4.19,36.5,43.04,5.41,27.83,34.46,1.11,7.14,7.46,978
E08000030,,,Walsall,9,16.5,39.73,34.77,7.48,12.77,6.74,11.27,9.78,13.32,19.67,5.43,35.48,43.98,5.85,30.76,38.77,1.16,7.31,7.66,791
E08000031,,,Wolverhampton,7.67,23.2,45.83,23.31,7.14,14.29,5.51,9.82,7.37,19.83,26.56,4.19,42.06,49.6,6.52,20.32,26.29,1.09,6.98,7.29,1005
E10000034,,Worcestershire,,8.87,15.97,42.77,32.4,7.46,13.61,6.49,11.24,9.49,12.99,18.95,5.04,38.53,47.01,6.14,28.49,36.31,1.16,7.29,7.63,795
E07000234,,,Bromsgrove,x,x,x,x,7.21,30.12,x,x,19.85,x,x,15.02,x,x,15.41,x,x,3.82,6.66,7.77,108
E07000235,,,Malvern Hills,x,x,x,x,7.9,36.41,x,x,22.39,x,x,17.23,x,x,15.01,x,x,2.68,7.47,8.33,111
